dataset,modo,threads,schedule,chunk,block,rep,iters,sse_final,time_ms,median_ms,h2d_ms,kernel_ms,d2h_ms,total_ms
m,omp,16,dynamic,64,NA,1,3,33447.299806,46.843,NA,NA,NA,NA,NA
m,omp,16,dynamic,64,NA,2,3,33447.299806,4.134,NA,NA,NA,NA,NA
m,omp,16,dynamic,64,NA,3,3,33447.299806,46.533,NA,NA,NA,NA,NA
m,omp,16,dynamic,64,NA,4,3,33447.299806,39.233,NA,NA,NA,NA,NA
m,omp,16,dynamic,64,NA,5,3,33447.299806,46.021,NA,NA,NA,NA,NA
m,omp,16,dynamic,64,NA,0,NA,NA,NA,46.021,NA,NA,NA,NA
m,omp,1,dynamic,256,NA,1,3,33447.299806,2.588,NA,NA,NA,NA,NA
m,omp,1,dynamic,256,NA,2,3,33447.299806,2.113,NA,NA,NA,NA,NA
m,omp,1,dynamic,256,NA,3,3,33447.299806,2.052,NA,NA,NA,NA,NA
m,omp,1,dynamic,256,NA,4,3,33447.299806,2.369,NA,NA,NA,NA,NA
m,omp,1,dynamic,256,NA,5,3,33447.299806,2.224,NA,NA,NA,NA,NA
m,omp,1,dynamic,256,NA,0,NA,NA,NA,2.224,NA,NA,NA,NA
m,omp,2,dynamic,256,NA,1,3,33447.299806,2.752,NA,NA,NA,NA,NA
m,omp,2,dynamic,256,NA,2,3,33447.299806,2.852,NA,NA,NA,NA,NA
m,omp,2,dynamic,256,NA,3,3,33447.299806,3.213,NA,NA,NA,NA,NA
m,omp,2,dynamic,256,NA,4,3,33447.299806,2.587,NA,NA,NA,NA,NA
m,omp,2,dynamic,256,NA,5,3,33447.299806,2.555,NA,NA,NA,NA,NA
m,omp,2,dynamic,256,NA,0,NA,NA,NA,2.752,NA,NA,NA,NA
m,omp,4,dynamic,256,NA,1,3,33447.299806,2.866,NA,NA,NA,NA,NA
m,omp,4,dynamic,256,NA,2,3,33447.299806,2.542,NA,NA,NA,NA,NA
m,omp,4,dynamic,256,NA,3,3,33447.299806,2.864,NA,NA,NA,NA,NA
m,omp,4,dynamic,256,NA,4,3,33447.299806,2.759,NA,NA,NA,NA,NA
m,omp,4,dynamic,256,NA,5,3,33447.299806,2.523,NA,NA,NA,NA,NA
m,omp,4,dynamic,256,NA,0,NA,NA,NA,2.759,NA,NA,NA,NA
m,omp,8,dynamic,256,NA,1,3,33447.299806,2.216,NA,NA,NA,NA,NA
m,omp,8,dynamic,256,NA,2,3,33447.299806,2.182,NA,NA,NA,NA,NA
m,omp,8,dynamic,256,NA,3,3,33447.299806,1.975,NA,NA,NA,NA,NA
m,omp,8,dynamic,256,NA,4,3,33447.299806,1.716,NA,NA,NA,NA,NA
m,omp,8,dynamic,256,NA,5,3,33447.299806,2.223,NA,NA,NA,NA,NA
m,omp,8,dynamic,256,NA,0,NA,NA,NA,2.182,NA,NA,NA,NA
m,omp,16,dynamic,256,NA,1,3,33447.299806,39.365,NA,NA,NA,NA,NA
m,omp,16,dynamic,256,NA,2,3,33447.299806,45.327,NA,NA,NA,NA,NA
m,omp,16,dynamic,256,NA,3,3,33447.299806,46.105,NA,NA,NA,NA,NA
m,omp,16,dynamic,256,NA,4,3,33447.299806,39.540,NA,NA,NA,NA,NA
m,omp,16,dynamic,256,NA,5,3,33447.299806,39.051,NA,NA,NA,NA,NA
m,omp,16,dynamic,256,NA,0,NA,NA,NA,39.540,NA,NA,NA,NA
m,omp,1,dynamic,1024,NA,1,3,33447.299806,2.121,NA,NA,NA,NA,NA
m,omp,1,dynamic,1024,NA,2,3,33447.299806,1.788,NA,NA,NA,NA,NA
m,omp,1,dynamic,1024,NA,3,3,33447.299806,1.803,NA,NA,NA,NA,NA
m,omp,1,dynamic,1024,NA,4,3,33447.299806,2.030,NA,NA,NA,NA,NA
m,omp,1,dynamic,1024,NA,5,3,33447.299806,1.873,NA,NA,NA,NA,NA
m,omp,1,dynamic,1024,NA,0,NA,NA,NA,1.873,NA,NA,NA,NA
m,omp,2,dynamic,1024,NA,1,3,33447.299806,3.405,NA,NA,NA,NA,NA
m,omp,2,dynamic,1024,NA,2,3,33447.299806,2.521,NA,NA,NA,NA,NA
m,omp,2,dynamic,1024,NA,3,3,33447.299806,2.598,NA,NA,NA,NA,NA
m,omp,2,dynamic,1024,NA,4,3,33447.299806,2.733,NA,NA,NA,NA,NA
m,omp,2,dynamic,1024,NA,5,3,33447.299806,2.633,NA,NA,NA,NA,NA
m,omp,2,dynamic,1024,NA,0,NA,NA,NA,2.633,NA,NA,NA,NA
m,omp,4,dynamic,1024,NA,1,3,33447.299806,2.585,NA,NA,NA,NA,NA
m,omp,4,dynamic,1024,NA,2,3,33447.299806,2.878,NA,NA,NA,NA,NA
m,omp,4,dynamic,1024,NA,3,3,33447.299806,2.432,NA,NA,NA,NA,NA
m,omp,4,dynamic,1024,NA,4,3,33447.299806,2.469,NA,NA,NA,NA,NA
m,omp,4,dynamic,1024,NA,5,3,33447.299806,3.163,NA,NA,NA,NA,NA
m,omp,4,dynamic,1024,NA,0,NA,NA,NA,2.585,NA,NA,NA,NA
m,omp,8,dynamic,1024,NA,1,3,33447.299806,1.812,NA,NA,NA,NA,NA
m,omp,8,dynamic,1024,NA,2,3,33447.299806,1.983,NA,NA,NA,NA,NA
m,omp,8,dynamic,1024,NA,3,3,33447.299806,1.911,NA,NA,NA,NA,NA
m,omp,8,dynamic,1024,NA,4,3,33447.299806,1.730,NA,NA,NA,NA,NA
m,omp,8,dynamic,1024,NA,5,3,33447.299806,1.490,NA,NA,NA,NA,NA
m,omp,8,dynamic,1024,NA,0,NA,NA,NA,1.812,NA,NA,NA,NA
m,omp,16,dynamic,1024,NA,1,3,33447.299806,45.324,NA,NA,NA,NA,NA
m,omp,16,dynamic,1024,NA,2,3,33447.299806,39.030,NA,NA,NA,NA,NA
m,omp,16,dynamic,1024,NA,3,3,33447.299806,1.904,NA,NA,NA,NA,NA
m,omp,16,dynamic,1024,NA,4,3,33447.299806,40.108,NA,NA,NA,NA,NA
m,omp,16,dynamic,1024,NA,5,3,33447.299806,39.755,NA,NA,NA,NA,NA
m,omp,16,dynamic,1024,NA,0,NA,NA,NA,39.755,NA,NA,NA,NA
g,omp,1,static,1,NA,1,3,333373.975493,34.809,NA,NA,NA,NA,NA
g,omp,1,static,1,NA,2,3,333373.975493,35.911,NA,NA,NA,NA,NA
g,omp,1,static,1,NA,3,3,333373.975493,40.225,NA,NA,NA,NA,NA
g,omp,1,static,1,NA,4,3,333373.975493,33.479,NA,NA,NA,NA,NA
g,omp,1,static,1,NA,5,3,333373.975493,35.546,NA,NA,NA,NA,NA
g,omp,1,static,1,NA,0,NA,NA,NA,35.546,NA,NA,NA,NA
g,omp,2,static,1,NA,1,3,333373.975493,40.982,NA,NA,NA,NA,NA
g,omp,2,static,1,NA,2,3,333373.975493,42.207,NA,NA,NA,NA,NA
g,omp,2,static,1,NA,3,3,333373.975493,47.577,NA,NA,NA,NA,NA
g,omp,2,static,1,NA,4,3,333373.975493,44.150,NA,NA,NA,NA,NA
g,omp,2,static,1,NA,5,3,333373.975493,42.911,NA,NA,NA,NA,NA
g,omp,2,static,1,NA,0,NA,NA,NA,42.911,NA,NA,NA,NA
g,omp,4,static,1,NA,1,3,333373.975493,38.337,NA,NA,NA,NA,NA
g,omp,4,static,1,NA,2,3,333373.975493,34.646,NA,NA,NA,NA,NA
g,omp,4,static,1,NA,3,3,333373.975493,37.774,NA,NA,NA,NA,NA
g,omp,4,static,1,NA,4,3,333373.975493,37.560,NA,NA,NA,NA,NA
g,omp,4,static,1,NA,5,3,333373.975493,34.429,NA,NA,NA,NA,NA
g,omp,4,static,1,NA,0,NA,NA,NA,37.560,NA,NA,NA,NA
g,omp,8,static,1,NA,1,3,333373.975493,23.028,NA,NA,NA,NA,NA
g,omp,8,static,1,NA,2,3,333373.975493,23.777,NA,NA,NA,NA,NA
g,omp,8,static,1,NA,3,3,333373.975493,26.007,NA,NA,NA,NA,NA
g,omp,8,static,1,NA,4,3,333373.975493,22.159,NA,NA,NA,NA,NA
g,omp,8,static,1,NA,5,3,333373.975493,23.638,NA,NA,NA,NA,NA
g,omp,8,static,1,NA,0,NA,NA,NA,23.638,NA,NA,NA,NA
g,omp,16,static,1,NA,1,3,333373.975493,47.027,NA,NA,NA,NA,NA
g,omp,16,static,1,NA,2,3,333373.975493,49.088,NA,NA,NA,NA,NA
g,omp,16,static,1,NA,3,3,333373.975493,40.382,NA,NA,NA,NA,NA
g,omp,16,static,1,NA,4,3,333373.975493,47.371,NA,NA,NA,NA,NA
g,omp,16,static,1,NA,5,3,333373.975493,47.625,NA,NA,NA,NA,NA
g,omp,16,static,1,NA,0,NA,NA,NA,47.371,NA,NA,NA,NA
g,omp,1,static,64,NA,1,3,333373.975493,33.348,NA,NA,NA,NA,NA
g,omp,1,static,64,NA,2,3,333373.975493,33.614,NA,NA,NA,NA,NA
g,omp,1,static,64,NA,3,3,333373.975493,39.984,NA,NA,NA,NA,NA
g,omp,1,static,64,NA,4,3,333373.975493,38.236,NA,NA,NA,NA,NA
g,omp,1,static,64,NA,5,3,333373.975493,45.360,NA,NA,NA,NA,NA
g,omp,1,static,64,NA,0,NA,NA,NA,38.236,NA,NA,NA,NA
g,omp,2,static,64,NA,1,3,333373.975493,22.191,NA,NA,NA,NA,NA
g,omp,2,static,64,NA,2,3,333373.975493,22.865,NA,NA,NA,NA,NA
g,omp,2,static,64,NA,3,3,333373.975493,23.795,NA,NA,NA,NA,NA
g,omp,2,static,64,NA,4,3,333373.975493,22.987,NA,NA,NA,NA,NA
g,omp,2,static,64,NA,5,3,333373.975493,24.226,NA,NA,NA,NA,NA
g,omp,2,static,64,NA,0,NA,NA,NA,22.987,NA,NA,NA,NA
g,omp,4,static,64,NA,1,3,333373.975493,18.493,NA,NA,NA,NA,NA
g,omp,4,static,64,NA,2,3,333373.975493,17.382,NA,NA,NA,NA,NA
g,omp,4,static,64,NA,3,3,333373.975493,19.190,NA,NA,NA,NA,NA
g,omp,4,static,64,NA,4,3,333373.975493,17.674,NA,NA,NA,NA,NA
g,omp,4,static,64,NA,5,3,333373.975493,23.091,NA,NA,NA,NA,NA
g,omp,4,static,64,NA,0,NA,NA,NA,18.493,NA,NA,NA,NA
g,omp,8,static,64,NA,1,3,333373.975493,14.098,NA,NA,NA,NA,NA
g,omp,8,static,64,NA,2,3,333373.975493,14.754,NA,NA,NA,NA,NA
g,omp,8,static,64,NA,3,3,333373.975493,11.112,NA,NA,NA,NA,NA
g,omp,8,static,64,NA,4,3,333373.975493,13.791,NA,NA,NA,NA,NA
g,omp,8,static,64,NA,5,3,333373.975493,13.841,NA,NA,NA,NA,NA
g,omp,8,static,64,NA,0,NA,NA,NA,13.841,NA,NA,NA,NA
g,omp,16,static,64,NA,1,3,333373.975493,47.171,NA,NA,NA,NA,NA
g,omp,16,static,64,NA,2,3,333373.975493,17.170,NA,NA,NA,NA,NA
g,omp,16,static,64,NA,3,3,333373.975493,47.449,NA,NA,NA,NA,NA
g,omp,16,static,64,NA,4,3,333373.975493,20.919,NA,NA,NA,NA,NA
g,omp,16,static,64,NA,5,3,333373.975493,15.028,NA,NA,NA,NA,NA
g,omp,16,static,64,NA,0,NA,NA,NA,20.919,NA,NA,NA,NA
g,omp,1,static,256,NA,1,3,333373.975493,34.621,NA,NA,NA,NA,NA
g,omp,1,static,256,NA,2,3,333373.975493,34.936,NA,NA,NA,NA,NA
g,omp,1,static,256,NA,3,3,333373.975493,36.407,NA,NA,NA,NA,NA
g,omp,1,static,256,NA,4,3,333373.975493,33.952,NA,NA,NA,NA,NA
g,omp,1,static,256,NA,5,3,333373.975493,33.654,NA,NA,NA,NA,NA
g,omp,1,static,256,NA,0,NA,NA,NA,34.621,NA,NA,NA,NA
g,omp,2,static,256,NA,1,3,333373.975493,23.493,NA,NA,NA,NA,NA
g,omp,2,static,256,NA,2,3,333373.975493,23.968,NA,NA,NA,NA,NA
g,omp,2,static,256,NA,3,3,333373.975493,31.139,NA,NA,NA,NA,NA
g,omp,2,static,256,NA,4,3,333373.975493,32.056,NA,NA,NA,NA,NA
g,omp,2,static,256,NA,5,3,333373.975493,21.832,NA,NA,NA,NA,NA
g,omp,2,static,256,NA,0,NA,NA,NA,23.968,NA,NA,NA,NA
g,omp,4,static,256,NA,1,3,333373.975493,19.778,NA,NA,NA,NA,NA
g,omp,4,static,256,NA,2,3,333373.975493,16.789,NA,NA,NA,NA,NA
g,omp,4,static,256,NA,3,3,333373.975493,17.643,NA,NA,NA,NA,NA
g,omp,4,static,256,NA,4,3,333373.975493,16.762,NA,NA,NA,NA,NA
g,omp,4,static,256,NA,5,3,333373.975493,16.313,NA,NA,NA,NA,NA
g,omp,4,static,256,NA,0,NA,NA,NA,16.789,NA,NA,NA,NA
g,omp,8,static,256,NA,1,3,333373.975493,14.427,NA,NA,NA,NA,NA
g,omp,8,static,256,NA,2,3,333373.975493,12.048,NA,NA,NA,NA,NA
g,omp,8,static,256,NA,3,3,333373.975493,14.032,NA,NA,NA,NA,NA
g,omp,8,static,256,NA,4,3,333373.975493,13.997,NA,NA,NA,NA,NA
g,omp,8,static,256,NA,5,3,333373.975493,13.146,NA,NA,NA,NA,NA
g,omp,8,static,256,NA,0,NA,NA,NA,13.997,NA,NA,NA,NA
g,omp,16,static,256,NA,1,3,333373.975493,48.141,NA,NA,NA,NA,NA
g,omp,16,static,256,NA,2,3,333373.975493,12.029,NA,NA,NA,NA,NA
g,omp,16,static,256,NA,3,3,333373.975493,41.106,NA,NA,NA,NA,NA
g,omp,16,static,256,NA,4,3,333373.975493,41.881,NA,NA,NA,NA,NA
g,omp,16,static,256,NA,5,3,333373.975493,47.814,NA,NA,NA,NA,NA
g,omp,16,static,256,NA,0,NA,NA,NA,41.881,NA,NA,NA,NA
g,omp,1,static,1024,NA,1,3,333373.975493,33.789,NA,NA,NA,NA,NA
g,omp,1,static,1024,NA,2,3,333373.975493,34.316,NA,NA,NA,NA,NA
g,omp,1,static,1024,NA,3,3,333373.975493,34.778,NA,NA,NA,NA,NA
g,omp,1,static,1024,NA,4,3,333373.975493,35.532,NA,NA,NA,NA,NA
g,omp,1,static,1024,NA,5,3,333373.975493,36.198,NA,NA,NA,NA,NA
g,omp,1,static,1024,NA,0,NA,NA,NA,34.778,NA,NA,NA,NA
g,omp,2,static,1024,NA,1,3,333373.975493,20.675,NA,NA,NA,NA,NA
g,omp,2,static,1024,NA,2,3,333373.975493,28.434,NA,NA,NA,NA,NA
g,omp,2,static,1024,NA,3,3,333373.975493,20.735,NA,NA,NA,NA,NA
g,omp,2,static,1024,NA,4,3,333373.975493,23.365,NA,NA,NA,NA,NA
g,omp,2,static,1024,NA,5,3,333373.975493,20.973,NA,NA,NA,NA,NA
g,omp,2,static,1024,NA,0,NA,NA,NA,20.973,NA,NA,NA,NA
g,omp,4,static,1024,NA,1,3,333373.975493,15.792,NA,NA,NA,NA,NA
g,omp,4,static,1024,NA,2,3,333373.975493,15.181,NA,NA,NA,NA,NA
g,omp,4,static,1024,NA,3,3,333373.975493,16.603,NA,NA,NA,NA,NA
g,omp,4,static,1024,NA,4,3,333373.975493,15.648,NA,NA,NA,NA,NA
g,omp,4,static,1024,NA,5,3,333373.975493,14.931,NA,NA,NA,NA,NA
g,omp,4,static,1024,NA,0,NA,NA,NA,15.648,NA,NA,NA,NA
g,omp,8,static,1024,NA,1,3,333373.975493,13.525,NA,NA,NA,NA,NA
g,omp,8,static,1024,NA,2,3,333373.975493,13.799,NA,NA,NA,NA,NA
g,omp,8,static,1024,NA,3,3,333373.975493,12.714,NA,NA,NA,NA,NA
g,omp,8,static,1024,NA,4,3,333373.975493,12.675,NA,NA,NA,NA,NA
g,omp,8,static,1024,NA,5,3,333373.975493,12.816,NA,NA,NA,NA,NA
g,omp,8,static,1024,NA,0,NA,NA,NA,12.816,NA,NA,NA,NA
g,omp,16,static,1024,NA,1,3,333373.975493,40.683,NA,NA,NA,NA,NA
g,omp,16,static,1024,NA,2,3,333373.975493,41.739,NA,NA,NA,NA,NA
g,omp,16,static,1024,NA,3,3,333373.975493,47.489,NA,NA,NA,NA,NA
g,omp,16,static,1024,NA,4,3,333373.975493,41.807,NA,NA,NA,NA,NA
g,omp,16,static,1024,NA,5,3,333373.975493,40.455,NA,NA,NA,NA,NA
g,omp,16,static,1024,NA,0,NA,NA,NA,41.739,NA,NA,NA,NA
g,omp,1,dynamic,1,NA,1,3,333373.975493,99.992,NA,NA,NA,NA,NA
g,omp,1,dynamic,1,NA,2,3,333373.975493,105.706,NA,NA,NA,NA,NA
g,omp,1,dynamic,1,NA,3,3,333373.975493,100.704,NA,NA,NA,NA,NA
g,omp,1,dynamic,1,NA,4,3,333373.975493,101.892,NA,NA,NA,NA,NA
g,omp,1,dynamic,1,NA,5,3,333373.975493,101.578,NA,NA,NA,NA,NA
g,omp,1,dynamic,1,NA,0,NA,NA,NA,101.578,NA,NA,NA,NA
g,omp,2,dynamic,1,NA,1,3,333373.975493,164.657,NA,NA,NA,NA,NA
g,omp,2,dynamic,1,NA,2,3,333373.975493,139.414,NA,NA,NA,NA,NA
g,omp,2,dynamic,1,NA,3,3,333373.975493,167.617,NA,NA,NA,NA,NA
g,omp,2,dynamic,1,NA,4,3,333373.975493,156.429,NA,NA,NA,NA,NA
g,omp,2,dynamic,1,NA,5,3,333373.975493,100.143,NA,NA,NA,NA,NA
g,omp,2,dynamic,1,NA,0,NA,NA,NA,156.429,NA,NA,NA,NA
g,omp,4,dynamic,1,NA,1,3,333373.975493,140.003,NA,NA,NA,NA,NA
g,omp,4,dynamic,1,NA,2,3,333373.975493,141.573,NA,NA,NA,NA,NA
g,omp,4,dynamic,1,NA,3,3,333373.975493,134.922,NA,NA,NA,NA,NA
g,omp,4,dynamic,1,NA,4,3,333373.975493,136.148,NA,NA,NA,NA,NA
g,omp,4,dynamic,1,NA,5,3,333373.975493,157.820,NA,NA,NA,NA,NA
g,omp,4,dynamic,1,NA,0,NA,NA,NA,140.003,NA,NA,NA,NA
g,omp,8,dynamic,1,NA,1,3,333373.975493,143.318,NA,NA,NA,NA,NA
g,omp,8,dynamic,1,NA,2,3,333373.975493,131.483,NA,NA,NA,NA,NA
g,omp,8,dynamic,1,NA,3,3,333373.975493,131.969,NA,NA,NA,NA,NA
g,omp,8,dynamic,1,NA,4,3,333373.975493,143.672,NA,NA,NA,NA,NA
g,omp,8,dynamic,1,NA,5,3,333373.975493,142.974,NA,NA,NA,NA,NA
g,omp,8,dynamic,1,NA,0,NA,NA,NA,142.974,NA,NA,NA,NA
g,omp,16,dynamic,1,NA,1,3,333373.975493,138.023,NA,NA,NA,NA,NA
g,omp,16,dynamic,1,NA,2,3,333373.975493,132.235,NA,NA,NA,NA,NA
g,omp,16,dynamic,1,NA,3,3,333373.975493,129.442,NA,NA,NA,NA,NA
g,omp,16,dynamic,1,NA,4,3,333373.975493,111.461,NA,NA,NA,NA,NA
g,omp,16,dynamic,1,NA,5,3,333373.975493,120.180,NA,NA,NA,NA,NA
g,omp,16,dynamic,1,NA,0,NA,NA,NA,129.442,NA,NA,NA,NA
g,omp,1,dynamic,64,NA,1,3,333373.975493,36.745,NA,NA,NA,NA,NA
g,omp,1,dynamic,64,NA,2,3,333373.975493,37.327,NA,NA,NA,NA,NA
g,omp,1,dynamic,64,NA,3,3,333373.975493,40.522,NA,NA,NA,NA,NA
g,omp,1,dynamic,64,NA,4,3,333373.975493,37.399,NA,NA,NA,NA,NA
g,omp,1,dynamic,64,NA,5,3,333373.975493,37.650,NA,NA,NA,NA,NA
g,omp,1,dynamic,64,NA,0,NA,NA,NA,37.399,NA,NA,NA,NA
g,omp,2,dynamic,64,NA,1,3,333373.975493,23.879,NA,NA,NA,NA,NA
g,omp,2,dynamic,64,NA,2,3,333373.975493,23.700,NA,NA,NA,NA,NA
g,omp,2,dynamic,64,NA,3,3,333373.975493,25.090,NA,NA,NA,NA,NA
g,omp,2,dynamic,64,NA,4,3,333373.975493,25.158,NA,NA,NA,NA,NA
g,omp,2,dynamic,64,NA,5,3,333373.975493,24.659,NA,NA,NA,NA,NA
g,omp,2,dynamic,64,NA,0,NA,NA,NA,24.659,NA,NA,NA,NA
g,omp,4,dynamic,64,NA,1,3,333373.975493,20.206,NA,NA,NA,NA,NA
g,omp,4,dynamic,64,NA,2,3,333373.975493,19.088,NA,NA,NA,NA,NA
g,omp,4,dynamic,64,NA,3,3,333373.975493,18.906,NA,NA,NA,NA,NA
g,omp,4,dynamic,64,NA,4,3,333373.975493,20.666,NA,NA,NA,NA,NA
g,omp,4,dynamic,64,NA,5,3,333373.975493,18.901,NA,NA,NA,NA,NA
g,omp,4,dynamic,64,NA,0,NA,NA,NA,19.088,NA,NA,NA,NA
g,omp,8,dynamic,64,NA,1,3,333373.975493,12.519,NA,NA,NA,NA,NA
g,omp,8,dynamic,64,NA,2,3,333373.975493,11.036,NA,NA,NA,NA,NA
g,omp,8,dynamic,64,NA,3,3,333373.975493,12.345,NA,NA,NA,NA,NA
g,omp,8,dynamic,64,NA,4,3,333373.975493,11.987,NA,NA,NA,NA,NA
g,omp,8,dynamic,64,NA,5,3,333373.975493,12.943,NA,NA,NA,NA,NA
g,omp,8,dynamic,64,NA,0,NA,NA,NA,12.345,NA,NA,NA,NA
g,omp,16,dynamic,64,NA,1,3,333373.975493,45.304,NA,NA,NA,NA,NA
g,omp,16,dynamic,64,NA,2,3,333373.975493,45.394,NA,NA,NA,NA,NA
g,omp,16,dynamic,64,NA,3,3,333373.975493,47.840,NA,NA,NA,NA,NA
g,omp,16,dynamic,64,NA,4,3,333373.975493,45.625,NA,NA,NA,NA,NA
g,omp,16,dynamic,64,NA,5,3,333373.975493,37.740,NA,NA,NA,NA,NA
g,omp,16,dynamic,64,NA,0,NA,NA,NA,45.394,NA,NA,NA,NA
g,omp,1,dynamic,256,NA,1,3,333373.975493,35.649,NA,NA,NA,NA,NA
g,omp,1,dynamic,256,NA,2,3,333373.975493,38.931,NA,NA,NA,NA,NA
g,omp,1,dynamic,256,NA,3,3,333373.975493,39.114,NA,NA,NA,NA,NA
g,omp,1,dynamic,256,NA,4,3,333373.975493,37.190,NA,NA,NA,NA,NA
g,omp,1,dynamic,256,NA,5,3,333373.975493,38.813,NA,NA,NA,NA,NA
g,omp,1,dynamic,256,NA,0,NA,NA,NA,38.813,NA,NA,NA,NA
g,omp,2,dynamic,256,NA,1,3,333373.975493,23.886,NA,NA,NA,NA,NA
g,omp,2,dynamic,256,NA,2,3,333373.975493,22.088,NA,NA,NA,NA,NA
g,omp,2,dynamic,256,NA,3,3,333373.975493,21.939,NA,NA,NA,NA,NA
g,omp,2,dynamic,256,NA,4,3,333373.975493,23.256,NA,NA,NA,NA,NA
g,omp,2,dynamic,256,NA,5,3,333373.975493,23.908,NA,NA,NA,NA,NA
g,omp,2,dynamic,256,NA,0,NA,NA,NA,23.256,NA,NA,NA,NA
g,omp,4,dynamic,256,NA,1,3,333373.975493,17.741,NA,NA,NA,NA,NA
g,omp,4,dynamic,256,NA,2,3,333373.975493,17.881,NA,NA,NA,NA,NA
g,omp,4,dynamic,256,NA,3,3,333373.975493,18.039,NA,NA,NA,NA,NA
g,omp,4,dynamic,256,NA,4,3,333373.975493,16.865,NA,NA,NA,NA,NA
g,omp,4,dynamic,256,NA,5,3,333373.975493,18.914,NA,NA,NA,NA,NA
g,omp,4,dynamic,256,NA,0,NA,NA,NA,17.881,NA,NA,NA,NA
g,omp,8,dynamic,256,NA,1,3,333373.975493,10.580,NA,NA,NA,NA,NA
g,omp,8,dynamic,256,NA,2,3,333373.975493,10.151,NA,NA,NA,NA,NA
g,omp,8,dynamic,256,NA,3,3,333373.975493,10.634,NA,NA,NA,NA,NA
g,omp,8,dynamic,256,NA,4,3,333373.975493,10.328,NA,NA,NA,NA,NA
g,omp,8,dynamic,256,NA,5,3,333373.975493,9.776,NA,NA,NA,NA,NA
g,omp,8,dynamic,256,NA,0,NA,NA,NA,10.328,NA,NA,NA,NA
g,omp,16,dynamic,256,NA,1,3,333373.975493,45.625,NA,NA,NA,NA,NA
g,omp,16,dynamic,256,NA,2,3,333373.975493,40.705,NA,NA,NA,NA,NA
g,omp,16,dynamic,256,NA,3,3,333373.975493,46.009,NA,NA,NA,NA,NA
g,omp,16,dynamic,256,NA,4,3,333373.975493,39.861,NA,NA,NA,NA,NA
g,omp,16,dynamic,256,NA,5,3,333373.975493,40.279,NA,NA,NA,NA,NA
g,omp,16,dynamic,256,NA,0,NA,NA,NA,40.705,NA,NA,NA,NA
g,omp,1,dynamic,1024,NA,1,3,333373.975493,35.636,NA,NA,NA,NA,NA
g,omp,1,dynamic,1024,NA,2,3,333373.975493,34.805,NA,NA,NA,NA,NA
g,omp,1,dynamic,1024,NA,3,3,333373.975493,35.830,NA,NA,NA,NA,NA
g,omp,1,dynamic,1024,NA,4,3,333373.975493,37.313,NA,NA,NA,NA,NA
g,omp,1,dynamic,1024,NA,5,3,333373.975493,36.487,NA,NA,NA,NA,NA
g,omp,1,dynamic,1024,NA,0,NA,NA,NA,35.830,NA,NA,NA,NA
g,omp,2,dynamic,1024,NA,1,3,333373.975493,22.053,NA,NA,NA,NA,NA
g,omp,2,dynamic,1024,NA,2,3,333373.975493,22.094,NA,NA,NA,NA,NA
g,omp,2,dynamic,1024,NA,3,3,333373.975493,20.915,NA,NA,NA,NA,NA
g,omp,2,dynamic,1024,NA,4,3,333373.975493,21.295,NA,NA,NA,NA,NA
g,omp,2,dynamic,1024,NA,5,3,333373.975493,20.845,NA,NA,NA,NA,NA
g,omp,2,dynamic,1024,NA,0,NA,NA,NA,21.295,NA,NA,NA,NA
g,omp,4,dynamic,1024,NA,1,3,333373.975493,17.921,NA,NA,NA,NA,NA
g,omp,4,dynamic,1024,NA,2,3,333373.975493,18.228,NA,NA,NA,NA,NA
g,omp,4,dynamic,1024,NA,3,3,333373.975493,16.497,NA,NA,NA,NA,NA
g,omp,4,dynamic,1024,NA,4,3,333373.975493,16.637,NA,NA,NA,NA,NA
g,omp,4,dynamic,1024,NA,5,3,333373.975493,15.736,NA,NA,NA,NA,NA
g,omp,4,dynamic,1024,NA,0,NA,NA,NA,16.637,NA,NA,NA,NA
g,omp,8,dynamic,1024,NA,1,3,333373.975493,9.659,NA,NA,NA,NA,NA
g,omp,8,dynamic,1024,NA,2,3,333373.975493,12.135,NA,NA,NA,NA,NA
g,omp,8,dynamic,1024,NA,3,3,333373.975493,9.375,NA,NA,NA,NA,NA
g,omp,8,dynamic,1024,NA,4,3,333373.975493,8.968,NA,NA,NA,NA,NA
g,omp,8,dynamic,1024,NA,5,3,333373.975493,11.956,NA,NA,NA,NA,NA
g,omp,8,dynamic,1024,NA,0,NA,NA,NA,9.659,NA,NA,NA,NA
g,omp,16,dynamic,1024,NA,1,3,333373.975493,46.831,NA,NA,NA,NA,NA
g,omp,16,dynamic,1024,NA,2,3,333373.975493,40.475,NA,NA,NA,NA,NA
g,omp,16,dynamic,1024,NA,3,3,333373.975493,39.173,NA,NA,NA,NA,NA
g,omp,16,dynamic,1024,NA,4,3,333373.975493,39.833,NA,NA,NA,NA,NA
g,omp,16,dynamic,1024,NA,5,3,333373.975493,39.499,NA,NA,NA,NA,NA
g,omp,16,dynamic,1024,NA,0,NA,NA,NA,39.833,NA,NA,NA,NA
p,cuda,NA,NA,NA,128,1,3,3307.377030,NA,NA,0.074,0.137,0.334,282.4
p,cuda,NA,NA,NA,128,2,3,3307.377030,NA,NA,0.085,0.103,0.338,153.2
p,cuda,NA,NA,NA,128,3,3,3307.377030,NA,NA,0.117,0.133,0.370,147.1
p,cuda,NA,NA,NA,128,4,3,3307.377030,NA,NA,0.100,0.100,0.393,151.1
